# 30-Second Signal Data Export - 2025-05-31 15:28:09
# Sampling Rate: 30 Hz
# Duration: 5.8 seconds

Time(s)	Raw_RGB	rPPG_Filtered	Respi_Raw	Respi_Filtered
0.0	132.58836640782283	0.5385595553816501	0.7929550409317017	-0.00034924341699258716
0.16214990615844727	133.22795364612776	0.5410491796205004	0.7917886078357697	-0.0003258483302445998
0.3096330165863037	131.54270923209663	0.5375881985064195	0.7922976315021515	-0.0003374739616255633
0.4662652015686035	131.69587923880383	0.531414865446697	0.7917750477790833	-0.0003037995732934784
0.6062569618225098	131.7804406925168	0.5349917043740573	0.7936732172966003	-0.00030586854939346843
0.7431845664978027	132.3019029904135	0.5351043048798466	0.7945756614208221	-0.0002844931387205168
0.8811266422271729	133.66877775351242	0.5360434688581315	0.7942435443401337	-0.0003160321808308564
1.021242618560791	134.78913012629488	0.5378520015601177	0.7941789627075195	-0.00020801688641720157
1.1695048809051514	136.80250626566416	0.5394308278867103	0.7958190739154816	-2.658530323878201e-05
1.321481704711914	135.09719298245614	0.5370217351009668	0.7966437041759491	0.00014647907647877986
1.4632859230041504	134.31447195062756	0.5338387979524971	0.7998309135437012	0.00018368127546856204
1.6012818813323975	133.86146282327587	0.5334385650708205	0.8012513518333435	0.00018826852009311295
1.7467546463012695	134.81933264533885	0.5358713053372496	0.7993417084217072	0.0003443493560149805
1.882584810256958	135.63793103448276	0.5383139649598551	0.798540323972702	0.00041312837022249114
2.0281825065612793	136.67675807765409	0.5440161794141889	0.7957268059253693	0.00045098669831916373
2.170379400253296	136.36204146730464	0.5465072023895554	0.7934170961380005	0.000505375870798826
2.306428909301758	136.38885102903095	0.5465016965016966	0.792966365814209	0.0005343573859272269
2.4455196857452393	137.10380116959064	0.5495823550190121	0.793560117483139	0.0005754104566205787
2.5850415229797363	137.27744827586207	0.5510955839539088	0.7944865226745605	0.0005385478537658362
2.7271833419799805	136.6055089984888	0.5479948448863113	0.7959176898002625	0.0006161119413361903
2.863138198852539	136.99670284379724	0.5455120856289536	0.797408938407898	0.0006316167068373552
3.002575397491455	136.22883902984552	0.5384212164397922	0.7965255379676819	0.0005770364212108208
3.141906499862671	134.40441981390256	0.5220067939456484	0.7997186779975891	0.0007244664259737975
